Activity ID,Activity.Date,Activity.Name,Activity.Type,Activity.Description,Elapsed.Time.s,Distance.km,Relative.Effort,Commute,Activity.Gear,Filename,Month,Year,Day,start.time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733283030,"Jul 28, 2018, 1:44:28 PM",Waking up ,Ride,,747,3.6,,FALSE,,activities/1733283030.gpx,7,2018,28,1:44:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734259716,"Jul 28, 2018, 8:58:56 PM",14 days to remember I like running ,Run,,3375,8.64,,FALSE,,activities/1860920779.fit.gz,7,2018,28,8:58:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773994923,"Aug 15, 2018, 1:31:07 PM",Scenic morning ,Ride,,4141,17.78,,FALSE,,activities/1773994923.gpx,8,2018,15,1:31:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774007365,"Aug 15, 2018, 2:21:08 PM",Missing miles ,Ride,,900,4.02,,FALSE,,,8,2018,15,2:21:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775198552,"Aug 16, 2018, 12:19:11 AM",Seconds,Ride,,2018,8.59,,FALSE,,activities/1775198552.gpx,8,2018,16,2:19:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780364692,"Aug 18, 2018, 12:20:55 PM",Morning Ride,Ride,,1665,4.34,,FALSE,,activities/1780364692.gpx,8,2018,18,2:20:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780366883,"Aug 18, 2018, 12:42:34 PM",Strava acting up,Ride,,420,2.41,,FALSE,,,8,2018,18,2:42:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782813268,"Aug 19, 2018, 12:15:04 PM",Morning Ride,Ride,,1440,8.04,,FALSE,,,8,2018,19,2:15:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796286984,"Aug 25, 2018, 1:10:26 PM",GPS has sucked ,Ride,,1922,6.86,,FALSE,,activities/1796286984.gpx,8,2018,25,1:10:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796288452,"Aug 25, 2018, 1:35:47 PM",Morning Ride,Ride,,480,3.21,,FALSE,,,8,2018,25,1:35:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812183130,"Sep 1, 2018, 3:39:31 PM",To Applied Sciences,Ride,,1080,6.43,,FALSE,,,9,2018,1,3:39:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814982619,"Sep 1, 2018, 3:14:17 PM",Morning Run,Run,,1456,2.89,,FALSE,,activities/1946475857.fit.gz,9,2018,1,3:14:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816707565,"Sep 3, 2018, 3:10:38 PM",Waited for it to start raining again ,Run,,1168,3.13,,FALSE,,activities/1948255845.fit.gz,9,2018,3,3:10:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820832763,"Sep 3, 2018, 3:06:00 PM",Morning Ride,Ride,,1080,6.43,,FALSE,,,9,2018,3,3:06:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828400014,"Sep 8, 2018, 7:18:55 PM",Decorah 😍,Ride,Meis migration ,6074,16.95,,FALSE,,activities/1828400014.gpx,9,2018,8,7:18:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831408167,"Sep 8, 2018, 2:51:06 PM",Pulpit Rock,Hike,,1139,0.72,,FALSE,,activities/1963395109.fit.gz,9,2018,8,2:51:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831408182,"Sep 8, 2018, 4:06:02 PM",Waterfall,Hike,,1241,0.48,,FALSE,,activities/1963395142.fit.gz,9,2018,8,4:06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839925692,"Sep 13, 2018, 10:52:00 PM",Afternoon Walk,Walk,,1800,0,,FALSE,,,9,2018,13,12:52:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842775462,"Sep 15, 2018, 11:47:08 AM",Ada Hayden,Ride,,2516,14.25,,FALSE,,activities/1842775462.gpx,9,2018,15,1:47:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843564480,"Sep 15, 2018, 5:00:58 PM",EWB tailgate,Ride,,1800,9.65,,FALSE,,,9,2018,15,5:00:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845383238,"Sep 16, 2018, 11:51:08 AM",Morning Ride,Ride,,3329,13.87,,FALSE,,activities/1845383238.gpx,9,2018,16,1:51:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930923375,"Oct 27, 2018, 9:06:18 PM",With Charlie ,Ride,,3701,16.57,,FALSE,,activities/1930923375.gpx,10,2018,27,9:06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954866207,"Nov 9, 2018, 2:15:21 PM",WU,Run,,171,0.37,,FALSE,,activities/2091102448.fit.gz,11,2018,9,2:15:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954866397,"Nov 9, 2018, 2:34:49 PM",Smokey San Fran. Hello EWBers!,Run,,2267,5.53,,FALSE,,activities/2091102630.fit.gz,11,2018,9,2:34:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956727952,"Nov 10, 2018, 2:38:11 PM",Morning Run,Run,,2278,5.1,,FALSE,,activities/2093018444.fit.gz,11,2018,10,2:38:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021151334,"Dec 15, 2018, 4:55:24 PM",Pine Crest,Hike,,6074,7.01,,FALSE,,activities/2160033724.fit.gz,12,2018,15,4:55:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022406434,"Dec 17, 2018, 4:37:14 PM",Almost Colorado Peak,Hike,Goal was to summit Colorado ~7300’ but it was just a long one. Home by dark. Had to bust out some snowshoes 😍,18711,16.14,,FALSE,,activities/2161347150.fit.gz,12,2018,17,4:37:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026117221,"Dec 19, 2018, 6:37:41 PM",Stemple Pass Day 2 Pt 1,Nordic Ski,Beautiful panarama the whole way,5270,5.13,,FALSE,,activities/2165236872.fit.gz,12,2018,19,6:37:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026117377,"Dec 18, 2018, 6:23:02 PM",Stemple Pass Day 1,Nordic Ski,,8836,5.2,,FALSE,,activities/2165237044.fit.gz,12,2018,18,6:23:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026117514,"Dec 19, 2018, 8:31:51 PM",Stemple Pass Day 2 Pt 2,Nordic Ski,"Blitz with Lucas. Cut his wrist and needed 3 stitches, the loser.....",2334,3,,FALSE,,activities/2165237175.fit.gz,12,2018,19,8:31:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033566698,"Dec 24, 2018, 3:58:23 PM",3rd(?) annual snow-laden mine pit run,Run,Couple inches of fresh powder,1549,4.04,,FALSE,,activities/2173045771.fit.gz,12,2018,24,3:58:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036441203,"Dec 26, 2018, 1:53:02 PM",Xmas Loop,Run,-2.5 overall time; -1.5 moving time,1410,4.02,,FALSE,,,12,2018,26,1:53:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042386894,"Dec 29, 2018, 3:02:52 PM",Morning workout ,Workout,"3x20 push-up 
3x10 modified curl 

3x30 twists (8 lb)
3x30 penguins

3x20 push-ups (20, 11-9, 11-9) 
3x15 mini tri dips

3x30s plank (8lb)",2100,0,,FALSE,,,12,2018,29,3:02:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044594616,"Dec 30, 2018, 3:09:00 PM",Morning activity ,Workout,"3x20 pushups 
3x15 mini tri dips

3x30 twists
3x30 penguins ",900,0,,FALSE,,,12,2018,30,3:09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046787744,"Dec 31, 2018, 3:31:19 PM",Morning activity ,Workout,"3x20 push-ups 
3x15 Tri dips

3x10 curl (8lbs) (10, 7-3, 4-6)
3x25 twists ",1200,0,,FALSE,,,12,2018,31,3:31:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047188105,"Dec 31, 2018, 7:00:56 PM",Sunfish Lake,Run,Rounding out 2018. First marathon this year. Fun run. Could have ice skates these trails instead. No watch is nice. ,2700,7.24,,FALSE,,,12,2018,31,7:00:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047357432,"Dec 31, 2018, 9:13:25 PM",Pine Point with Dad and Erika ,Hike,Snowing :),3600,3.21,,FALSE,,,12,2018,31,9:13:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050529118,"Jan 2, 2019, 2:23:28 PM",Morning activity ,Workout,"3x20 push-ups 
3x15 tri dips

3x30 twists 
3x30 penguins 

Day off felt 👍🏼",1200,0,,FALSE,,,1,2019,2,2:23:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062167856,"Jan 7, 2019, 3:25:03 PM",05: Morning activity ,Workout,"3x20 pushups
3x15 tri dips

3x30 twists
3x20 bike 

3x15 pushups 
3x30 penguins

",1500,0,,FALSE,,,1,2019,7,3:25:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062383932,"Jan 7, 2019, 4:35:20 PM",Put that down as ice skating ,Run,"Or moderated falling. 
Spent some time with grandpa. 
Cardio base was relatively solid. First run of 2019! ",3895,10.3,,FALSE,,activities/2203506214.fit.gz,1,2019,7,4:35:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064360822,"Jan 8, 2019, 3:09:45 PM",06: morning activity ,Workout,"3x25 pushups
3x15 tri dips

3x30 twist
3x1:00 plank

3x30 penguin
3x15 bike (15, 15, 12-3) ",1500,0,,FALSE,,,1,2019,8,3:09:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064541535,"Jan 8, 2019, 4:19:06 PM",Better than track,Run,"Fell at start of 3rd lap so I cut it down from 5 to 3
15-20 mph winds
Laps: 8:02/8:07/7:39 per",1290,4.04,,FALSE,,activities/2205738841.fit.gz,1,2019,8,4:19:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068974929,"Jan 10, 2019, 3:15:52 PM",07: morning activity ,Workout,"3x25 push ups
3x15 Tri dips

3x20 bike
3x30 twists

Day off helps. Lazy. ",900,0,,FALSE,,,1,2019,10,3:15:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079316565,"Jan 15, 2019, 12:09:44 AM",08: brellen Pt 1,Workout,"3x20 pushups 
3x20 alt twists

3x15 tri  8lb ea
3x20 penguins 

3x10 press 8lb
3x20 bike",1200,0,,FALSE,,,1,2019,15,2:09:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080279972,"Jan 15, 2019, 1:55:00 PM",Brellen on ice,Run,10:00,1352,3.23,,FALSE,,activities/2222554882.fit.gz,1,2019,15,1:55:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083889201,"Jan 17, 2019, 12:11:54 AM",09: FaceTime with Madeline ,Workout,"Body weight circuit 
Arms-legs-Cote circuit ",1800,0,,FALSE,,,1,2019,17,2:11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085788101,"Jan 17, 2019, 9:30:06 PM",Working out some kinks,Run,,1608,3.85,,FALSE,,activities/2228223787.fit.gz,1,2019,17,9:30:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089603014,"Jan 19, 2019, 4:40:46 PM",Not flexible ,Yoga,,1200,0,,FALSE,,,1,2019,19,4:40:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094939424,"Jan 21, 2019, 11:13:47 PM",10: no school ,Workout,"3x25  pushups 
3x10 tuck ups

3x15 side raises 
3x15 tri dips

3x10 squat curls 
3x20 bikes

5 min stretch",1500,0,,FALSE,,,1,2019,21,1:13:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095977165,"Jan 22, 2019, 1:14:57 PM",Morning Activity,Yoga,,600,0,,FALSE,,,1,2019,22,1:14:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098032845,"Jan 23, 2019, 12:35:00 PM",Morning Activity,Yoga,,600,0,,FALSE,,,1,2019,23,2:35:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099066414,"Jan 23, 2019, 9:15:07 PM",Soul food,Run,3” powder > MI sand I guess ,1960,4.01,,FALSE,,activities/2241912094.fit.gz,1,2019,23,9:15:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100072593,"Jan 24, 2019, 12:38:15 PM",Morning Activity,Yoga,,600,0,,FALSE,,,1,2019,24,2:38:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102188333,"Jan 25, 2019, 1:26:37 PM",Morning Activity,Yoga,,600,0,,FALSE,,,1,2019,25,1:26:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102996949,"Jan 25, 2019, 9:13:19 PM",Afternoon Run,Run,,1921,6.48,,FALSE,,activities/2245927979.fit.gz,1,2019,25,9:13:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103047708,"Jan 25, 2019, 10:09:30 PM",Core heating,Yoga,,900,0,,FALSE,,,1,2019,25,12:09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108867325,"Jan 28, 2019, 12:37:00 PM",Morning Activity,Yoga,,600,0,,FALSE,,,1,2019,28,2:37:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110281996,"Jan 29, 2019, 2:35:00 AM",Evening Activity,Yoga,,1800,0,,FALSE,,,1,2019,29,2:35:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117136386,"Jan 31, 2019, 1:20:00 PM",Morning Activity,Yoga,,600,0,,FALSE,,,1,2019,31,1:20:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117136934,"Feb 1, 2019, 1:23:00 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,1,1:23:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118046432,"Feb 1, 2019, 11:28:57 PM",From now on I’m only impressed by the people who ran the Arrowhead 135 on Monday ,Run,"Not as cold as I thought

Compression, waffle, sweatshirt, vest, rain jacket is almost too warm ",2597,7.28,,FALSE,,activities/2261524635.fit.gz,2,2019,1,1:28:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118096652,"Feb 2, 2019, 12:40:32 AM",Yoga feels great post-run,Yoga,,1200,0,,FALSE,,,2,2019,2,2:40:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123545057,"Feb 4, 2019, 12:56:06 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,4,2:56:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124762671,"Feb 4, 2019, 11:56:12 PM",11:00,Workout,"3x20 pushups 
3x20 alt twists

3x15 tri  8lb ea
3x20 penguins 

3x10 press 8lb
3x20 bike",1200,0,,FALSE,,,2,2019,4,1:56:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125671760,"Feb 5, 2019, 12:48:00 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,5,2:48:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127986049,"Feb 6, 2019, 12:44:00 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,6,2:44:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128986364,"Feb 6, 2019, 8:42:13 PM",4@7:45 goal ,Run,"Lungs got me. 
8:25 total pace",2019,6.47,,FALSE,,activities/2272852973.fit.gz,2,2019,6,8:42:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130184784,"Feb 7, 2019, 1:03:00 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,7,1:03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132135104,"Feb 8, 2019, 12:41:53 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,8,2:41:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137771449,"Feb 10, 2019, 7:16:37 PM",First one on the new powder ❄️,Run,"Playing in the snow globe. 
Compression, hoodie, rain jacket. 
Comfortable despite an entire blaze pizza ",3022,8.11,,FALSE,,activities/2281938852.fit.gz,2,2019,10,7:16:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140940343,"Feb 12, 2019, 12:40:52 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,12,2:40:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142617971,"Feb 13, 2019, 4:58:15 AM",We lost but it’s fun 🏀,Run,Honestly kinda disappointed I didn’t kick more but hey it was freezing ,436,1.63,,FALSE,,activities/2286924582.fit.gz,2,2019,13,4:58:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157833503,"Feb 18, 2019, 1:09:00 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,18,1:09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160039566,"Feb 19, 2019, 12:56:47 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,19,2:56:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162323316,"Feb 20, 2019, 12:14:13 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,20,2:14:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164729432,"Feb 21, 2019, 1:14:55 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,21,1:14:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166859666,"Feb 22, 2019, 12:44:53 PM",Morning Activity,Yoga,,600,0,,FALSE,,,2,2019,22,2:44:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187162390,"Mar 2, 2019, 8:30:55 PM",Malaria Lab Snowshoe ❄️,Snowshoe,,7214,4.4,,FALSE,,activities/2330823629.fit.gz,3,2019,2,8:30:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192611677,"Mar 5, 2019, 12:49:48 PM",Yoga,Yoga,,1200,0,,FALSE,,,3,2019,5,2:49:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199872379,"Mar 8, 2019, 8:01:24 PM",Breath of fresh air,Run,Didn’t know how flu-recovered lungs would hold up. Not amazingly it seems. Wet snow is great to run on. 34* feels so nice ,1583,3.55,,FALSE,,activities/2343893629.fit.gz,3,2019,8,8:01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202691518,"Mar 9, 2019, 10:23:14 PM",3rd annual relay for life ,Run,,5835,6.71,,FALSE,,activities/2346799786.fit.gz,3,2019,9,12:23:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205516218,"Mar 10, 2019, 8:33:49 PM",Counterclockwise is hard,Run,"Legs are limiting factor. Snow sucked. 
Can’t remember where I found the strength to run a marathon ",1503,3.34,,FALSE,,activities/2349739178.fit.gz,3,2019,10,8:33:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207031760,"Mar 11, 2019, 8:17:55 PM",Bare legs ,Run,"So nice out 😎
Glad my legs don’t totally suck ",1421,5.02,,FALSE,,activities/2351289471.fit.gz,3,2019,11,8:17:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208523590,"Mar 12, 2019, 2:48:58 PM",Icy,Run,,1285,4.19,,FALSE,,activities/2352811147.fit.gz,3,2019,12,2:48:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208540680,"Mar 12, 2019, 3:14:23 PM",Stretch/cd,Yoga,,900,0,,FALSE,,,3,2019,12,3:14:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215443788,"Mar 15, 2019, 4:47:28 PM",From Catie’s on horse trails,Hike,Saw the bay from the top. And Stanford ,7842,6.7,,FALSE,,activities/2359887207.fit.gz,3,2019,15,4:47:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221354672,"Mar 16, 2019, 7:40:18 PM",Big Basin SP - Buzzards overlook 😍,Hike,"Only recorded one direction. Low battery 
With Ellen and Catie. Absolutely gorgeous. ",5230,4.18,,FALSE,,activities/2366042860.fit.gz,3,2019,16,7:40:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221357819,"Mar 16, 2019, 9:20:00 PM",Missing miles from Big Basin,Hike,,7200,8.04,,FALSE,,,3,2019,16,9:20:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223053950,"Mar 18, 2019, 6:04:35 PM",Berkeley solo hike,Hike,"Ellen was touring the school of public health! 
About 1600’ total elevation gain and wowww what a view. 
Student union to chaparral-ish peak ",11700,14.48,,FALSE,,,3,2019,18,6:04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225925491,"Mar 19, 2019, 3:14:00 PM",Stanford Dish loop,Hike,During Catie’s final exam. Lots of Stanford wandering today 😳,6000,8.04,,FALSE,,,3,2019,19,3:14:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276810973,"Apr 9, 2019, 11:59:59 AM",finally some fresh air,Ride,Gabe knows why this was also a work trip,2205,9.9,,FALSE,,activities/2276810973.gpx,4,2019,9,1:59:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295306740,"Apr 16, 2019, 9:50:06 PM",Reactor,Ride,,1380,6.76,,FALSE,,,4,2019,16,9:50:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295307895,"Apr 16, 2019, 9:48:40 PM",The usual ,Run,Half run walk hike thing because it’s nice out ,1500,3.86,,FALSE,,,4,2019,16,9:48:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302953230,"Apr 19, 2019, 8:33:56 PM",Afternoon Run,Run,,1119,3.22,,FALSE,,activities/2450844669.fit.gz,4,2019,19,8:33:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302959591,"Apr 19, 2019, 8:57:12 PM",Afternoon Ride,Ride,,1200,6.76,,FALSE,,,4,2019,19,8:57:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305842118,"Apr 20, 2019, 9:04:16 PM",Wish I had found northern McFarland 4 years ago ,Run,My legs have finally remembered. Up to my asthmatic lungs to get their shit together ,2697,6.76,,FALSE,,activities/2453874399.fit.gz,4,2019,20,9:04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312398505,"Apr 23, 2019, 12:23:21 PM",Keeping it chill,Run,,1567,5.01,,FALSE,,activities/2460758720.fit.gz,4,2019,23,2:23:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314018966,"Apr 23, 2019, 10:28:09 PM",Why not,Run,"One faster to see how my legs are doing. Hold the rest. 
14:03 2 mile isn’t bad right now",976,3.39,,FALSE,,activities/2462494019.fit.gz,4,2019,23,12:28:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319491014,"Apr 26, 2019, 3:06:01 AM",Pre-capstone de-stressing ,Run,Calves. ,1524,4.85,,FALSE,,activities/2468207864.fit.gz,4,2019,26,3:06:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320877975,"Apr 26, 2019, 4:47:26 PM",Capstone celebration,Run,"Rediscovered my cruising rhythm. 
Felt really really calm. Could have gone out twice as long. It’s good to be back. ",4354,11.52,,FALSE,,activities/2469653318.fit.gz,4,2019,26,4:47:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326772379,"Apr 28, 2019, 7:53:06 PM",Explorin the parks,Run,I don’t know if I crawled through a tunnel or a really high culvert tbh,2916,8.52,,FALSE,,activities/2475848284.fit.gz,4,2019,28,7:53:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329215620,"Apr 29, 2019, 10:30:22 PM","2 mi, CD",Run,"Meant to hit 5k. Needed to make it back for dinner 
13:37 2 mi",1263,4.36,,FALSE,,activities/2478395487.fit.gz,4,2019,29,12:30:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330396806,"Apr 30, 2019, 12:17:32 PM",Real comfy,Run,"Legs naturally opened up at 3 mi. Ran in to Lucas at Lied. 
Awkward seahorse?",2558,8.11,,FALSE,,activities/2479628325.fit.gz,4,2019,30,2:17:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337258458,"May 2, 2019, 8:38:57 PM",Afternoon Run,Run,Chased a coyote,3289,9.72,,FALSE,,activities/2486783490.fit.gz,5,2019,2,8:38:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339203102,"May 3, 2019, 5:28:54 PM",Lunch Run,Run,Stare down with a young buck at 10 yards ,3691,11.3,,FALSE,,activities/2488811218.fit.gz,5,2019,3,5:28:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342190519,"May 4, 2019, 6:51:41 PM",Tennis and ultimate ,Workout,,10800,0,,FALSE,,,5,2019,4,6:51:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345264214,"May 5, 2019, 9:53:54 PM",Just to get out,Run,"Heavy lunch. 
Keeping weekly mileage trending up ",986,3.46,,FALSE,,activities/2495164755.fit.gz,5,2019,5,9:53:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346651976,"May 6, 2019, 2:52:36 PM",Submitted my last exam 🎉,Run,A cold? Shin splints?,1577,5.08,,FALSE,,activities/2496625974.fit.gz,5,2019,6,2:52:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348958395,"May 7, 2019, 1:48:30 PM",2 with Hannah + extra,Run,,2106,6.14,,FALSE,,activities/2499029858.fit.gz,5,2019,7,1:48:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352012373,"May 8, 2019, 5:08:48 PM",Peggy’s PR in the rain,Run,Was going to do 2x 20:00 loops but settled. Legs felt 🔥,1264,3.44,,FALSE,,activities/2502191176.fit.gz,5,2019,8,5:08:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
